interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000002400,00000000000000000002400000,IP_2400,LOC0,Structure_0,917,PPSP_917,890,Homme,55,Non,1987,.83840144,0,108,1513,Secteur_1,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000002401,00000000000000000002401000,IP_2401,LOC1,Structure_1,225,PPSP_225,1844,Femme,49,Non,1997,.64232731,0,81,1480,Secteur_2,8,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,oui,Oui,Non
00000002402,00000000000000000002402000,IP_2402,LOC2,Structure_2,114,PPSP_114,1021,Homme,39,Oui,2023,.86188745,0,69,1820,Secteur_2,2,Oui,Oui,Non,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,non,Oui,Non
00000002403,00000000000000000002403000,IP_2403,LOC3,Structure_3,978,PPSP_978,927,Homme,58,Oui,2016,.11407631,0,102,1849,Secteur_7,7,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Non
00000002404,00000000000000000002404000,IP_2404,LOC4,Structure_4,880,PPSP_880,1488,Femme,39,Non,2006,.28621423,0,90,1487,Secteur_7,4,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002405,00000000000000000002405000,IP_2405,LOC5,Structure_5,322,PPSP_322,1166,Homme,56,Non,1989,.51527143,0,94,1642,Secteur_7,3,Non,Non,Oui,Très insatisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Non
00000002406,00000000000000000002406000,IP_2406,LOC6,Structure_6,230,PPSP_230,903,Femme,55,Non,2015,.83012444,0,81,1519,Secteur_4,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000002407,00000000000000000002407000,IP_2407,LOC7,Structure_7,140,PPSP_140,77,Femme,58,Non,1998,.50475097,0,129,1704,Secteur_7,5,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000002408,00000000000000000002408000,IP_2408,LOC8,Structure_8,512,PPSP_512,1812,Homme,39,Non,1994,.018334612,0,101,1723,Secteur_2,7,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002409,00000000000000000002409000,IP_2409,LOC9,Structure_9,336,PPSP_336,144,Homme,59,Oui,1999,.63462853,0,121,1833,Secteur_3,9,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002410,00000000000000000002410000,IP_2410,LOC10,Structure_10,787,PPSP_787,492,Femme,42,Non,2004,.21358633,0,101,1757,Secteur_8,1,Oui,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000002411,00000000000000000002411000,IP_2411,LOC11,Structure_11,492,PPSP_492,320,Homme,29,Non,1986,.38043156,0,92,1773,Secteur_2,6,Oui,Non,Oui,Très insatisfait,Très satisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Non
00000002412,00000000000000000002412000,IP_2412,LOC12,Structure_12,821,PPSP_821,1161,Homme,39,Non,2006,.51712018,0,69,1718,Secteur_8,7,Non,Oui,Non,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000002413,00000000000000000002413000,IP_2413,LOC13,Structure_13,769,PPSP_769,1604,Homme,21,Non,2000,.0070545794,0,77,1713,Secteur_3,3,Oui,Non,Oui,Satisfait,Très satisfait,Satisfait,Très satisfait,Un peu motivé,oui,Oui,Non
00000002414,00000000000000000002414000,IP_2414,LOC14,Structure_14,734,PPSP_734,1419,Femme,43,Non,1987,.5283891,0,82,1555,Secteur_2,6,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000002415,00000000000000000002415000,IP_2415,LOC15,Structure_15,24,PPSP_24,1369,Femme,56,Non,1992,.34760982,0,104,1648,Secteur_5,5,Oui,Oui,Non,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Non,Oui
00000002416,00000000000000000002416000,IP_2416,LOC16,Structure_16,22,PPSP_22,1819,Femme,27,Non,1998,.8648451,0,97,1563,Secteur_2,2,Non,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Non,Oui
00000002417,00000000000000000002417000,IP_2417,LOC17,Structure_17,706,PPSP_706,1299,Homme,51,Non,1999,.84949613,0,119,1836,Secteur_8,4,Oui,Non,Oui,Très insatisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Non,Oui
00000002418,00000000000000000002418000,IP_2418,LOC18,Structure_18,402,PPSP_402,22,Femme,48,Non,2000,.50764126,0,107,1508,Secteur_1,2,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Motivé,non,Non,Non
00000002419,00000000000000000002419000,IP_2419,LOC19,Structure_19,921,PPSP_921,438,Femme,27,Non,2015,.43271771,0,76,1824,Secteur_3,4,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,pas du tout,Oui,Non
00000002420,00000000000000000002420000,IP_2420,LOC20,Structure_20,822,PPSP_822,515,Homme,42,Non,1998,.25593629,0,90,1669,Secteur_8,3,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000002421,00000000000000000002421000,IP_2421,LOC21,Structure_21,452,PPSP_452,139,Homme,58,Non,1988,.85582286,0,85,1594,Secteur_5,4,Oui,Oui,Non,Satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Non
00000002422,00000000000000000002422000,IP_2422,LOC22,Structure_22,671,PPSP_671,990,Femme,44,Non,1994,.33513531,0,122,1831,Secteur_6,1,Non,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000002423,00000000000000000002423000,IP_2423,LOC23,Structure_23,131,PPSP_131,884,Homme,50,Oui,2015,.9886235,0,82,1690,Secteur_4,3,Non,Oui,Non,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Non,Non
00000002424,00000000000000000002424000,IP_2424,LOC24,Structure_24,450,PPSP_450,657,Femme,37,Non,2014,.34767494,0,130,1842,Secteur_7,8,Oui,Oui,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002425,00000000000000000002425000,IP_2425,LOC25,Structure_25,413,PPSP_413,1623,Femme,25,Oui,1997,.57511914,0,120,1811,Secteur_5,5,Oui,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000002426,00000000000000000002426000,IP_2426,LOC26,Structure_26,261,PPSP_261,138,Homme,38,Non,1991,.0020746943,0,94,1481,Secteur_7,4,Non,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Non
00000002427,00000000000000000002427000,IP_2427,LOC27,Structure_27,855,PPSP_855,1025,Homme,26,Non,1993,.79775387,0,68,1468,Secteur_4,9,Oui,Non,Oui,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000002428,00000000000000000002428000,IP_2428,LOC28,Structure_28,523,PPSP_523,1738,Homme,25,Non,2001,.4277879,0,76,1796,Secteur_9,2,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Un peu motivé,non,Oui,Non
00000002429,00000000000000000002429000,IP_2429,LOC29,Structure_29,655,PPSP_655,1196,Femme,42,Non,2004,.71330917,0,69,1446,Secteur_5,2,Oui,Oui,Non,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Non
00000002430,00000000000000000002430000,IP_2430,LOC30,Structure_30,321,PPSP_321,1466,Homme,56,Non,1999,.42967382,0,113,1673,Secteur_5,6,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000002431,00000000000000000002431000,IP_2431,LOC31,Structure_31,381,PPSP_381,779,Homme,29,Non,2002,.66639757,0,113,1767,Secteur_1,1,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Non
00000002432,00000000000000000002432000,IP_2432,LOC32,Structure_32,188,PPSP_188,643,Femme,51,Non,1988,.89410836,0,93,1711,Secteur_1,4,Non,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Non
00000002433,00000000000000000002433000,IP_2433,LOC33,Structure_33,749,PPSP_749,1307,Homme,42,Oui,2013,.22753933,0,98,1842,Secteur_1,9,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Non,Oui
00000002434,00000000000000000002434000,IP_2434,LOC34,Structure_34,571,PPSP_571,1594,Homme,34,Non,2024,.82035846,0,109,1809,Secteur_8,1,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,non,Oui,Oui
00000002435,00000000000000000002435000,IP_2435,LOC35,Structure_35,352,PPSP_352,1167,Femme,48,Non,1994,.97674763,0,98,1732,Secteur_1,4,Non,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000002436,00000000000000000002436000,IP_2436,LOC36,Structure_36,806,PPSP_806,887,Femme,34,Non,2011,.15048175,0,82,1842,Secteur_1,7,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Non
00000002437,00000000000000000002437000,IP_2437,LOC37,Structure_37,733,PPSP_733,1686,Femme,53,Non,1985,.67776191,0,122,1618,Secteur_7,1,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Non
00000002438,00000000000000000002438000,IP_2438,LOC38,Structure_38,268,PPSP_268,804,Homme,30,Non,2022,.66381824,0,100,1804,Secteur_6,1,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002439,00000000000000000002439000,IP_2439,LOC39,Structure_39,151,PPSP_151,627,Homme,47,Non,1986,.25564486,0,76,1534,Secteur_8,5,Oui,Non,Non,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Non
00000002440,00000000000000000002440000,IP_2440,LOC40,Structure_40,570,PPSP_570,739,Homme,40,Oui,2023,.55519921,0,128,1570,Secteur_1,6,Oui,Oui,Non,Satisfait,Très insatisfait,Satisfait,Satisfait,Motivé,pas du tout,Oui,Non
00000002441,00000000000000000002441000,IP_2441,LOC41,Structure_41,302,PPSP_302,1309,Homme,21,Non,1991,.20054811,0,79,1500,Secteur_5,1,Non,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Satisfait,Motivé,oui,Oui,Non
00000002442,00000000000000000002442000,IP_2442,LOC42,Structure_42,50,PPSP_50,1766,Femme,42,Non,2014,.070294976,0,83,1755,Secteur_8,3,Oui,Oui,Non,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000002443,00000000000000000002443000,IP_2443,LOC43,Structure_43,646,PPSP_646,110,Femme,49,Non,1994,.52789402,0,101,1750,Secteur_1,5,Oui,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très satisfait,Motivé,non,Oui,Oui
00000002444,00000000000000000002444000,IP_2444,LOC44,Structure_44,975,PPSP_975,1139,Femme,40,Non,2021,.65451932,0,78,1703,Secteur_7,1,Non,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002445,00000000000000000002445000,IP_2445,LOC45,Structure_45,409,PPSP_409,330,Homme,33,Non,1996,.13453224,0,111,1556,Secteur_1,2,Non,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000002446,00000000000000000002446000,IP_2446,LOC46,Structure_46,156,PPSP_156,169,Homme,34,Non,1999,.77102607,0,74,1527,Secteur_6,5,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002447,00000000000000000002447000,IP_2447,LOC47,Structure_47,392,PPSP_392,1574,Femme,40,Non,2017,.51013565,0,113,1588,Secteur_8,8,Oui,Oui,Non,Très satisfait,Très satisfait,Satisfait,Satisfait,Motivé,oui,Oui,Oui
00000002448,00000000000000000002448000,IP_2448,LOC48,Structure_48,238,PPSP_238,1394,Homme,22,Non,1996,.092601001,0,85,1480,Secteur_3,7,Non,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000002449,00000000000000000002449000,IP_2449,LOC49,Structure_49,579,PPSP_579,1755,Femme,30,Oui,2001,.21632886,0,99,1488,Secteur_1,5,Non,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002450,00000000000000000002450000,IP_2450,LOC50,Structure_50,546,PPSP_546,321,Homme,25,Non,2019,.96434605,0,92,1827,Secteur_7,3,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000002451,00000000000000000002451000,IP_2451,LOC51,Structure_51,448,PPSP_448,458,Femme,31,Non,1998,.87245488,0,87,1791,Secteur_3,3,Oui,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Non,Oui
00000002452,00000000000000000002452000,IP_2452,LOC52,Structure_52,270,PPSP_270,381,Homme,35,Non,2013,.81629366,0,80,1759,Secteur_3,1,Oui,Non,Non,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000002453,00000000000000000002453000,IP_2453,LOC53,Structure_53,338,PPSP_338,1568,Femme,54,Oui,1998,.92737222,0,106,1846,Secteur_4,4,Oui,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000002454,00000000000000000002454000,IP_2454,LOC54,Structure_54,408,PPSP_408,1947,Homme,25,Non,1992,.37519446,0,102,1850,Secteur_9,6,Oui,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Oui
00000002455,00000000000000000002455000,IP_2455,LOC55,Structure_55,259,PPSP_259,947,Homme,49,Non,1991,.28612429,0,121,1437,Secteur_1,7,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002456,00000000000000000002456000,IP_2456,LOC56,Structure_56,672,PPSP_672,616,Homme,36,Non,2022,.76180494,0,90,1633,Secteur_4,7,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000002457,00000000000000000002457000,IP_2457,LOC57,Structure_57,254,PPSP_254,1933,Femme,31,Non,2023,.89678413,0,107,1605,Secteur_5,4,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000002458,00000000000000000002458000,IP_2458,LOC58,Structure_58,224,PPSP_224,440,Femme,57,Non,1999,.23045394,0,101,1636,Secteur_1,4,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000002459,00000000000000000002459000,IP_2459,LOC59,Structure_59,258,PPSP_258,1075,Femme,51,Non,2016,.97340071,0,130,1733,Secteur_7,6,Oui,Non,Non,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,oui,Oui,Non
00000002460,00000000000000000002460000,IP_2460,LOC60,Structure_60,898,PPSP_898,445,Femme,39,Non,1995,.62490678,0,106,1715,Secteur_9,6,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000002461,00000000000000000002461000,IP_2461,LOC61,Structure_61,759,PPSP_759,45,Femme,22,Non,1986,.019007886,0,101,1707,Secteur_7,9,Oui,Oui,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Non
00000002462,00000000000000000002462000,IP_2462,LOC62,Structure_62,852,PPSP_852,1769,Femme,26,Non,1998,.32390389,0,78,1784,Secteur_4,8,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000002463,00000000000000000002463000,IP_2463,LOC63,Structure_63,779,PPSP_779,1571,Homme,56,Non,2022,.021108149,0,67,1603,Secteur_8,7,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000002464,00000000000000000002464000,IP_2464,LOC64,Structure_64,51,PPSP_51,289,Homme,41,Non,2004,.60694653,0,106,1509,Secteur_4,9,Non,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Non,Oui
00000002465,00000000000000000002465000,IP_2465,LOC65,Structure_65,304,PPSP_304,1024,Homme,26,Non,2009,.69845378,0,67,1765,Secteur_4,5,Non,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000002466,00000000000000000002466000,IP_2466,LOC66,Structure_66,63,PPSP_63,1401,Femme,42,Non,1999,.8116219,0,70,1831,Secteur_1,1,Oui,Oui,Non,Satisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Non,Non
00000002467,00000000000000000002467000,IP_2467,LOC67,Structure_67,152,PPSP_152,1509,Homme,52,Non,2009,.2406565,0,111,1845,Secteur_4,3,Oui,Non,Oui,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000002468,00000000000000000002468000,IP_2468,LOC68,Structure_68,515,PPSP_515,882,Homme,38,Non,2022,.83805031,0,97,1468,Secteur_2,2,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Non
00000002469,00000000000000000002469000,IP_2469,LOC69,Structure_69,325,PPSP_325,590,Homme,25,Non,2003,.67740124,0,76,1813,Secteur_7,6,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000002470,00000000000000000002470000,IP_2470,LOC70,Structure_70,530,PPSP_530,315,Femme,26,Non,1990,.72356719,0,91,1530,Secteur_5,3,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000002471,00000000000000000002471000,IP_2471,LOC71,Structure_71,950,PPSP_950,1982,Femme,41,Non,2016,.058115516,0,127,1480,Secteur_7,1,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Non,Non
00000002472,00000000000000000002472000,IP_2472,LOC72,Structure_72,697,PPSP_697,1591,Femme,21,Non,2006,.55187362,0,84,1693,Secteur_5,4,Non,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000002473,00000000000000000002473000,IP_2473,LOC73,Structure_73,97,PPSP_97,531,Homme,58,Non,2024,.37342057,0,83,1505,Secteur_2,9,Oui,Non,Oui,Satisfait,Très satisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000002474,00000000000000000002474000,IP_2474,LOC74,Structure_74,711,PPSP_711,372,Homme,29,Non,2002,.66032493,0,69,1852,Secteur_7,9,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000002475,00000000000000000002475000,IP_2475,LOC75,Structure_75,233,PPSP_233,480,Femme,46,Non,2001,.99215907,0,102,1674,Secteur_9,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Non
00000002476,00000000000000000002476000,IP_2476,LOC76,Structure_76,250,PPSP_250,1631,Homme,40,Non,1998,.77386492,0,89,1464,Secteur_7,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Oui
00000002477,00000000000000000002477000,IP_2477,LOC77,Structure_77,832,PPSP_832,1683,Homme,52,Non,1998,.65144783,0,97,1519,Secteur_5,2,Non,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000002478,00000000000000000002478000,IP_2478,LOC78,Structure_78,252,PPSP_252,1204,Femme,46,Non,2021,.630404,0,110,1810,Secteur_4,3,Oui,Non,Oui,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000002479,00000000000000000002479000,IP_2479,LOC79,Structure_79,712,PPSP_712,1327,Homme,52,Non,2000,.7111451,0,126,1531,Secteur_8,4,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Oui
00000002480,00000000000000000002480000,IP_2480,LOC80,Structure_80,595,PPSP_595,193,Homme,31,Non,1994,.95604712,0,77,1769,Secteur_6,3,Oui,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,non,Non,Oui
00000002481,00000000000000000002481000,IP_2481,LOC81,Structure_81,62,PPSP_62,964,Homme,31,Non,1993,.55128711,0,95,1750,Secteur_3,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,non,Non,Non
00000002482,00000000000000000002482000,IP_2482,LOC82,Structure_82,469,PPSP_469,608,Homme,32,Non,2011,.84562802,0,93,1741,Secteur_1,8,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Oui
00000002483,00000000000000000002483000,IP_2483,LOC83,Structure_83,115,PPSP_115,318,Homme,54,Non,1998,.81846857,0,99,1466,Secteur_3,1,Oui,Non,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000002484,00000000000000000002484000,IP_2484,LOC84,Structure_84,416,PPSP_416,1918,Femme,24,Non,2007,.11079647,0,114,1545,Secteur_6,9,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,non,Non,Non
00000002485,00000000000000000002485000,IP_2485,LOC85,Structure_85,772,PPSP_772,1055,Femme,31,Non,1987,.53526348,0,123,1818,Secteur_5,3,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Satisfait,Un peu motivé,oui,Non,Oui
00000002486,00000000000000000002486000,IP_2486,LOC86,Structure_86,956,PPSP_956,33,Homme,56,Non,2015,.41954687,0,73,1808,Secteur_8,1,Non,Oui,Oui,Très insatisfait,Très satisfait,Très satisfait,Satisfait,Motivé,non,Oui,Oui
00000002487,00000000000000000002487000,IP_2487,LOC87,Structure_87,703,PPSP_703,1395,Femme,31,Non,2007,.80109036,0,120,1663,Secteur_6,3,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Non,Non
